user_id,created_at,company_id,language,activated_at,state
13431,6/2/14 11:45,35,japanese,,pending
13432,6/2/14 21:15,11,english,6/2/14 21:17,active
13433,6/2/14 12:30,4221,english,,pending
13434,6/2/14 15:13,1051,english,6/2/14 15:15,active
13435,6/2/14 14:58,955,chinese,,pending
13436,6/2/14 18:24,2257,english,,pending
13437,6/2/14 18:34,2933,french,,pending
13438,6/2/14 23:48,671,english,6/2/14 23:50,active
13439,6/2/14 8:59,4609,english,6/2/14 9:00,active
13440,6/2/14 12:28,6695,japanese,6/2/14 12:29,active
13441,6/2/14 13:40,14,english,6/2/14 13:42,active
13442,6/2/14 14:09,8457,russian,,pending
13443,6/2/14 6:17,49,portugese,6/2/14 6:19,active
13444,6/2/14 6:59,1477,english,6/2/14 7:00,active
13445,6/2/14 18:49,3187,english,,pending
13446,6/2/14 15:26,2866,russian,,pending
13447,6/2/14 17:55,1,spanish,,pending
13448,6/2/14 10:21,1,korean,6/2/14 10:22,active
13449,6/2/14 10:47,7413,english,,pending
13450,6/2/14 18:40,300,english,,pending
13451,6/2/14 14:36,1,spanish,,pending
13452,6/2/14 12:11,11241,english,6/2/14 12:12,active
13453,6/2/14 18:48,12583,japanese,6/2/14 18:50,active
13454,6/2/14 15:07,5899,chinese,6/2/14 15:08,active
13455,6/2/14 15:59,12328,italian,,pending
13456,6/2/14 9:56,1,english,6/2/14 9:58,active
13457,6/3/14 14:45,5375,english,,pending
13458,6/3/14 15:27,12376,english,,pending
13459,6/3/14 22:35,936,japanese,,pending
13460,6/3/14 9:05,4174,english,,pending
13461,6/3/14 15:07,5960,spanish,6/3/14 15:09,active
13462,6/3/14 10:00,10775,korean,6/3/14 10:02,active
13463,6/3/14 15:40,6828,korean,,pending
13464,6/3/14 10:18,4,german,6/3/14 10:20,active
13465,6/3/14 14:47,4,german,,pending
13466,6/3/14 7:05,9445,english,6/3/14 7:07,active
13467,6/3/14 12:44,6523,arabic,,pending
13468,6/3/14 9:10,9,french,6/3/14 9:12,active
13469,6/3/14 17:48,888,german,6/3/14 17:50,active
13470,6/3/14 8:34,11603,russian,6/3/14 8:36,active
13471,6/3/14 15:00,10987,spanish,6/3/14 15:01,active
13472,6/3/14 19:35,12456,english,,pending
13473,6/3/14 13:33,2,english,,pending
13474,6/3/14 21:26,50,french,,pending
13475,6/3/14 11:01,7914,russian,6/3/14 11:03,active
13476,6/3/14 16:52,2,spanish,,pending
13477,6/3/14 5:14,9824,english,,pending
13478,6/3/14 13:09,5874,portugese,6/3/14 13:10,active
13479,6/3/14 6:35,1567,english,,pending
13480,6/3/14 9:18,13021,french,6/3/14 9:19,active
13481,6/3/14 18:54,6908,english,,pending
13482,6/3/14 15:26,298,japanese,6/3/14 15:28,active
13483,6/3/14 14:39,5871,english,6/3/14 14:40,active
13484,6/3/14 19:11,1561,english,6/3/14 19:13,active
13485,6/3/14 14:30,8,spanish,,pending
13486,6/3/14 9:26,78,english,6/3/14 9:28,active
13487,6/3/14 16:50,1,english,,pending
13488,6/3/14 14:56,3,english,6/3/14 14:57,active
13489,6/3/14 7:38,8971,english,,pending
13490,6/3/14 12:07,12348,japanese,6/3/14 12:09,active
13491,6/3/14 11:51,1,english,,pending
13492,6/3/14 11:53,3833,english,6/3/14 11:55,active
13493,6/3/14 11:33,9623,english,,pending
13494,6/3/14 12:49,5837,german,6/3/14 12:50,active
13495,6/3/14 8:36,8353,french,6/3/14 8:38,active
13496,6/3/14 15:12,112,english,6/3/14 15:14,active
13497,6/3/14 18:10,4538,english,6/3/14 18:11,active
13498,6/3/14 4:37,16,spanish,6/3/14 4:38,active
13499,6/3/14 10:37,14,chinese,,pending
13500,6/3/14 18:12,3463,arabic,,pending
13501,6/3/14 13:01,7113,english,,pending
13502,6/3/14 10:37,2690,english,,pending
13503,6/3/14 0:36,8489,french,,pending
13504,6/3/14 19:35,985,spanish,,pending
13505,6/3/14 2:16,390,korean,,pending
13506,6/3/14 15:32,716,english,6/3/14 15:33,active
13507,6/3/14 9:50,21,english,,pending
13508,6/3/14 8:40,6509,english,6/3/14 8:42,active
13509,6/3/14 10:47,10180,english,6/3/14 10:48,active
13510,6/3/14 14:17,139,english,,pending
13511,6/3/14 12:13,10,english,6/3/14 12:14,active
13512,6/3/14 15:26,2271,english,,pending
13513,6/3/14 14:15,5219,italian,,pending
13514,6/3/14 22:45,4690,english,6/3/14 22:47,active
13515,6/3/14 7:37,8,english,,pending
13516,6/3/14 10:42,9495,english,6/3/14 10:43,active
13517,6/3/14 9:31,10856,english,,pending
13518,6/3/14 13:30,11906,english,,pending
13519,6/3/14 13:21,38,french,,pending
13520,6/4/14 10:18,8600,portugese,6/4/14 10:19,active
13521,6/4/14 19:08,105,english,6/4/14 19:10,active
13522,6/4/14 9:47,6866,english,6/4/14 9:49,active
13523,6/4/14 16:22,5109,english,6/4/14 16:23,active
13524,6/4/14 3:31,16,italian,,pending
13525,6/4/14 13:48,1,english,,pending
13526,6/4/14 9:21,10,english,6/4/14 9:22,active
13527,6/4/14 12:25,4056,english,6/4/14 12:27,active
13528,6/4/14 10:32,9360,english,6/4/14 10:34,active
13529,6/4/14 10:50,7969,japanese,,pending
13530,6/4/14 15:04,9596,english,,pending
13531,6/4/14 15:18,5645,german,6/4/14 15:20,active
13532,6/4/14 10:18,20,english,6/4/14 10:20,active
13533,6/4/14 10:41,12418,chinese,6/4/14 10:43,active
13534,6/4/14 1:09,9627,english,6/4/14 1:10,active
13535,6/4/14 11:09,133,english,,pending
13536,6/4/14 12:04,10562,english,,pending
13537,6/4/14 11:19,4,spanish,,pending
13538,6/4/14 18:15,1,german,,pending
13539,6/4/14 11:37,7,english,6/4/14 11:38,active
13540,6/4/14 14:23,358,spanish,,pending
13541,6/4/14 17:01,10080,french,6/4/14 17:03,active
13542,6/4/14 15:19,251,spanish,6/4/14 15:21,active
13543,6/4/14 14:19,2028,english,6/4/14 14:20,active
13544,6/4/14 18:28,11966,russian,,pending
13545,6/4/14 14:36,1,english,,pending
13546,6/4/14 9:54,6099,english,,pending
13547,6/4/14 1:50,10413,english,6/4/14 1:52,active
13548,6/4/14 12:50,1256,spanish,6/4/14 12:51,active
13549,6/4/14 21:56,3,english,6/4/14 21:58,active
13550,6/4/14 0:39,599,french,6/4/14 0:41,active
13551,6/4/14 18:33,11862,english,6/4/14 18:35,active
13552,6/4/14 9:12,4326,english,6/4/14 9:13,active
13553,6/4/14 13:46,5100,english,6/4/14 13:48,active
13554,6/4/14 0:53,3888,french,,pending
13555,6/4/14 14:05,4908,english,6/4/14 14:06,active
13556,6/4/14 14:08,4109,english,6/4/14 14:09,active
13557,6/4/14 17:36,4,english,6/4/14 17:38,active
13558,6/4/14 11:13,640,english,,pending
13559,6/4/14 22:21,5259,english,,pending
13560,6/4/14 17:04,3288,italian,,pending
13561,6/4/14 10:08,12186,italian,,pending
13562,6/4/14 4:48,116,english,,pending
13563,6/4/14 19:42,11833,english,6/4/14 19:43,active
13564,6/4/14 13:07,70,arabic,6/4/14 13:08,active
13565,6/4/14 17:38,10989,japanese,6/4/14 17:39,active
13566,6/4/14 16:50,4884,japanese,,pending
13567,6/4/14 11:41,41,japanese,,pending
13568,6/4/14 19:22,12417,japanese,,pending
13569,6/4/14 15:09,2,japanese,6/4/14 15:10,active
13570,6/4/14 20:42,3501,korean,6/4/14 20:44,active
13571,6/4/14 4:00,25,indian,,pending
13572,6/4/14 12:26,5856,spanish,6/4/14 12:27,active
13573,6/4/14 17:39,9093,english,,pending
13574,6/4/14 9:17,5024,english,,pending
13575,6/4/14 16:11,3,spanish,6/4/14 16:13,active
13576,6/4/14 13:45,1,english,6/4/14 13:46,active
13577,6/4/14 18:18,11598,english,6/4/14 18:20,active
13578,6/4/14 10:25,10788,english,6/4/14 10:26,active
13579,6/4/14 17:39,12066,italian,6/4/14 17:40,active
13580,6/4/14 13:58,4112,english,6/4/14 14:00,active
13581,6/4/14 14:36,1,english,6/4/14 14:38,active
13582,6/4/14 13:05,8517,english,,pending
13583,6/4/14 14:39,5281,japanese,6/4/14 14:41,active
13584,6/4/14 15:52,2662,english,6/4/14 15:53,active
13585,6/4/14 17:42,10871,english,6/4/14 17:43,active
13586,6/4/14 17:17,12985,japanese,6/4/14 17:18,active
13587,6/4/14 6:20,1429,french,,pending
13588,6/4/14 21:52,2174,japanese,,pending
13589,6/4/14 11:45,12472,spanish,6/4/14 11:46,active
13590,6/4/14 19:50,6349,english,6/4/14 19:51,active
13591,6/5/14 17:20,246,arabic,6/5/14 17:21,active
13592,6/5/14 16:57,10069,arabic,6/5/14 16:59,active
13593,6/5/14 11:28,53,indian,,pending
13594,6/5/14 18:25,493,english,6/5/14 18:27,active
13595,6/5/14 20:42,11061,japanese,6/5/14 20:43,active
13596,6/5/14 13:55,9972,english,,pending
13597,6/5/14 11:18,8844,english,,pending
13598,6/5/14 14:51,380,english,,pending
13599,6/5/14 10:42,9362,italian,,pending
13600,6/5/14 0:29,3,english,6/5/14 0:30,active
13601,6/5/14 17:59,1,japanese,,pending
13602,6/5/14 16:29,725,english,,pending
13603,6/5/14 21:21,11175,english,,pending
13604,6/5/14 13:58,7908,russian,,pending
13605,6/5/14 9:55,3,japanese,6/5/14 9:56,active
13606,6/5/14 17:18,633,english,,pending
13607,6/5/14 17:35,3597,english,,pending
13608,6/5/14 11:18,13,french,6/5/14 11:19,active
13609,6/5/14 22:06,6779,english,,pending
13610,6/5/14 17:34,9282,english,,pending
13611,6/5/14 7:26,2655,arabic,,pending
13612,6/5/14 15:18,2069,german,6/5/14 15:19,active
13613,6/5/14 18:25,2,french,6/5/14 18:26,active
13614,6/5/14 16:29,2019,english,,pending
13615,6/5/14 16:07,11720,english,,pending
13616,6/5/14 18:30,310,english,,pending
13617,6/5/14 8:05,595,english,6/5/14 8:06,active
13618,6/5/14 6:19,3588,english,6/5/14 6:20,active
13619,6/5/14 16:05,9839,french,,pending
13620,6/5/14 8:57,7554,english,,pending
13621,6/5/14 19:46,11,english,6/5/14 19:48,active
13622,6/5/14 11:07,1922,arabic,,pending
13623,6/5/14 13:19,73,italian,6/5/14 13:20,active
13624,6/5/14 17:40,11515,english,6/5/14 17:41,active
13625,6/5/14 20:06,2,portugese,6/5/14 20:07,active
13626,6/5/14 7:08,8,english,,pending
13627,6/5/14 11:38,4461,english,6/5/14 11:39,active
13628,6/5/14 13:40,13089,french,,pending
13629,6/5/14 6:54,10475,french,,pending
13630,6/5/14 11:46,23,french,6/5/14 11:47,active
13631,6/5/14 9:30,2724,english,6/5/14 9:32,active
13632,6/5/14 15:16,62,spanish,6/5/14 15:17,active
13633,6/5/14 11:30,2545,english,,pending
13634,6/5/14 12:47,12035,english,,pending
13635,6/5/14 2:31,8711,arabic,,pending
13636,6/5/14 17:05,8428,english,,pending
13637,6/5/14 12:23,7733,english,,pending
13638,6/5/14 14:55,9166,english,,pending
13639,6/5/14 14:28,3897,english,,pending
13640,6/5/14 18:01,8591,english,6/5/14 18:03,active
13641,6/5/14 15:55,102,english,6/5/14 15:56,active
13642,6/5/14 18:35,1,english,,pending
13643,6/5/14 15:29,8445,spanish,,pending
13644,6/5/14 13:17,11108,english,6/5/14 13:18,active
13645,6/5/14 18:10,7264,english,,pending
13646,6/5/14 11:47,5036,english,,pending
13647,6/5/14 18:36,13153,japanese,,pending
13648,6/5/14 9:03,2,portugese,6/5/14 9:05,active
13649,6/5/14 17:05,3113,english,6/5/14 17:07,active
13650,6/5/14 23:21,11329,english,,pending
13651,6/5/14 15:20,7,english,,pending
13652,6/5/14 2:12,13131,spanish,,pending
13653,6/5/14 6:40,12957,spanish,6/5/14 6:42,active
13654,6/5/14 10:09,10843,english,6/5/14 10:10,active
13655,6/5/14 8:46,2849,german,6/5/14 8:48,active
13656,6/5/14 12:53,51,english,,pending
13657,6/5/14 4:44,10,spanish,,pending
13658,6/5/14 15:35,1273,spanish,6/5/14 15:37,active
13659,6/5/14 8:47,10259,german,6/5/14 8:48,active
13660,6/5/14 17:52,1670,english,6/5/14 17:53,active
13661,6/5/14 13:52,4353,japanese,,pending
13662,6/5/14 10:06,1146,russian,6/5/14 10:07,active
13663,6/5/14 14:19,1,english,,pending
13664,6/5/14 14:38,8867,english,,pending
13665,6/5/14 14:37,7,arabic,,pending
13666,6/5/14 14:39,8037,english,6/5/14 14:40,active
13667,6/6/14 9:23,2155,english,6/6/14 9:25,active
13668,6/6/14 0:50,27,english,,pending
13669,6/6/14 12:53,5541,english,,pending
13670,6/6/14 20:31,1,spanish,,pending
13671,6/6/14 10:22,4,spanish,6/6/14 10:23,active
13672,6/6/14 17:49,71,english,6/6/14 17:51,active
13673,6/6/14 8:45,3,japanese,,pending
13674,6/6/14 12:56,9586,english,6/6/14 12:57,active
13675,6/6/14 19:57,7572,german,,pending
13676,6/6/14 13:50,2,english,6/6/14 13:51,active
13677,6/6/14 13:38,9,english,,pending
13678,6/6/14 12:44,603,english,,pending
13679,6/6/14 10:47,2023,english,,pending
13680,6/6/14 8:48,4133,arabic,6/6/14 8:50,active
13681,6/6/14 12:38,2757,english,6/6/14 12:40,active
13682,6/6/14 12:42,38,english,,pending
13683,6/6/14 17:51,2,english,,pending
13684,6/6/14 13:45,346,french,6/6/14 13:47,active
13685,6/6/14 21:12,581,french,6/6/14 21:13,active
13686,6/6/14 9:17,3,english,6/6/14 9:18,active
13687,6/6/14 13:28,40,english,6/6/14 13:30,active
13688,6/6/14 16:18,12894,spanish,6/6/14 16:20,active
13689,6/6/14 15:06,29,french,,pending
13690,6/6/14 15:30,2,english,,pending
13691,6/6/14 11:44,73,english,6/6/14 11:46,active
13692,6/6/14 14:32,1291,french,,pending
13693,6/6/14 8:12,8,english,6/6/14 8:14,active
13694,6/6/14 19:15,12233,english,6/6/14 19:17,active
13695,6/6/14 8:22,9884,english,,pending
13696,6/6/14 13:41,5,spanish,6/6/14 13:43,active
13697,6/6/14 16:08,16,french,6/6/14 16:10,active
13698,6/6/14 9:30,5250,portugese,6/6/14 9:32,active
13699,6/6/14 17:51,6239,english,6/6/14 17:53,active
13700,6/6/14 9:07,2509,french,,pending
13701,6/6/14 15:05,9625,english,6/6/14 15:06,active
13702,6/6/14 10:14,5061,english,6/6/14 10:16,active
13703,6/6/14 5:07,12495,indian,,pending
13704,6/6/14 16:53,1,french,6/6/14 16:54,active
13705,6/6/14 1:18,4,english,,pending
13706,6/6/14 15:41,4106,japanese,6/6/14 15:43,active
13707,6/6/14 17:59,270,german,,pending
13708,6/6/14 8:09,6467,russian,,pending
13709,6/6/14 18:17,8485,english,6/6/14 18:19,active
13710,6/6/14 16:42,4187,german,6/6/14 16:43,active
13711,6/6/14 0:29,7130,english,6/6/14 0:30,active
13712,6/6/14 13:59,9261,english,,pending
13713,6/6/14 11:05,6295,english,6/6/14 11:06,active
13714,6/6/14 17:18,120,spanish,,pending
13715,6/6/14 15:38,12991,english,,pending
13716,6/6/14 9:21,268,english,,pending
13717,6/6/14 17:31,13063,english,,pending
13718,6/6/14 12:08,4392,english,,pending
13719,6/6/14 15:55,8505,english,6/6/14 15:56,active
13720,6/6/14 7:00,67,spanish,6/6/14 7:01,active
13721,6/6/14 11:05,8557,english,6/6/14 11:06,active
13722,6/6/14 18:30,191,french,,pending
13723,6/6/14 11:48,13187,english,6/6/14 11:50,active
13724,6/6/14 15:47,1491,german,,pending
13725,6/6/14 10:45,4,italian,,pending
13726,6/6/14 18:02,3,english,6/6/14 18:04,active
13727,6/6/14 17:52,2318,english,6/6/14 17:53,active
13728,6/6/14 0:07,2,indian,,pending
13729,6/6/14 7:31,2668,english,6/6/14 7:33,active
13730,6/6/14 18:57,2230,english,,pending
13731,6/6/14 14:27,3537,chinese,6/6/14 14:29,active
13732,6/6/14 16:29,9258,english,6/6/14 16:30,active
13733,6/6/14 22:14,2705,arabic,6/6/14 22:16,active
13734,6/6/14 18:01,4,spanish,6/6/14 18:03,active
13735,6/6/14 12:44,11728,english,,pending
13736,6/6/14 5:28,2632,french,,pending
13737,6/6/14 10:08,11863,indian,6/6/14 10:09,active
13738,6/6/14 8:20,10,german,,pending
13739,6/7/14 9:53,5,chinese,,pending
13740,6/7/14 9:56,20,english,,pending
13741,6/7/14 19:26,36,japanese,6/7/14 19:28,active
13742,6/7/14 15:32,7204,french,6/7/14 15:34,active
13743,6/7/14 8:38,15,english,6/7/14 8:39,active
13744,6/7/14 9:06,7550,chinese,6/7/14 9:07,active
13745,6/7/14 11:00,8061,spanish,,pending
13746,6/7/14 18:14,5,english,,pending
13747,6/7/14 15:39,4851,english,6/7/14 15:41,active
13748,6/7/14 17:21,171,korean,,pending
13749,6/7/14 11:06,5761,english,,pending
13750,6/7/14 16:22,4872,arabic,6/7/14 16:24,active
13751,6/7/14 11:44,9311,french,,pending
13752,6/7/14 11:21,8681,english,,pending
13753,6/7/14 14:41,659,japanese,,pending
13754,6/7/14 6:40,5803,japanese,6/7/14 6:41,active
13755,6/7/14 20:44,6075,english,6/7/14 20:45,active
13756,6/8/14 12:50,7306,german,,pending
13757,6/8/14 15:39,3001,english,6/8/14 15:41,active
13758,6/8/14 15:53,10090,english,,pending
13759,6/8/14 16:31,42,english,6/8/14 16:32,active
13760,6/8/14 7:36,1,english,,pending
13761,6/8/14 18:21,4,french,6/8/14 18:23,active
13762,6/8/14 12:16,4471,spanish,6/8/14 12:17,active
13763,6/8/14 14:57,9907,english,6/8/14 14:59,active
13764,6/8/14 9:30,4481,french,6/8/14 9:31,active
13765,6/8/14 19:45,1,spanish,6/8/14 19:47,active
13766,6/8/14 13:43,3047,french,6/8/14 13:45,active
13767,6/8/14 15:39,9426,english,,pending
13768,6/8/14 10:53,4722,german,,pending
13769,6/8/14 7:22,3793,english,6/8/14 7:23,active
13770,6/8/14 23:52,3,arabic,,pending
13771,6/8/14 23:10,150,german,,pending
13772,6/8/14 15:44,6750,english,,pending
13773,6/8/14 15:04,2385,english,6/8/14 15:06,active
13774,6/8/14 11:23,5560,english,,pending
13775,6/8/14 11:23,1,english,6/8/14 11:24,active
13776,6/8/14 19:36,15,english,6/8/14 19:37,active
13777,6/8/14 17:26,6053,english,,pending
13778,6/9/14 11:15,2935,english,6/9/14 11:17,active
13779,6/9/14 8:05,7102,french,,pending
13780,6/9/14 10:36,12618,english,,pending
13781,6/9/14 13:16,1448,spanish,,pending
13782,6/9/14 18:07,8490,english,6/9/14 18:09,active
13783,6/9/14 7:51,12926,english,6/9/14 7:53,active
13784,6/9/14 14:05,1061,arabic,6/9/14 14:07,active
13785,6/9/14 14:41,10322,french,6/9/14 14:43,active
13786,6/9/14 8:06,13176,english,,pending
13787,6/9/14 2:26,13142,chinese,6/9/14 2:28,active
13788,6/9/14 3:09,7297,spanish,,pending
13789,6/9/14 9:35,3705,english,6/9/14 9:37,active
13790,6/9/14 11:17,12063,english,6/9/14 11:18,active
13791,6/9/14 18:29,12284,english,,pending
13792,6/9/14 7:49,175,french,,pending
13793,6/9/14 6:36,3,chinese,6/9/14 6:37,active
13794,6/9/14 13:35,10009,arabic,,pending
13795,6/9/14 14:40,12846,english,,pending
13796,6/9/14 13:31,9666,spanish,,pending
13797,6/9/14 15:22,10672,english,6/9/14 15:23,active
13798,6/9/14 16:21,586,portugese,6/9/14 16:23,active
13799,6/9/14 14:21,89,english,6/9/14 14:22,active
13800,6/9/14 20:44,2,english,,pending
13801,6/9/14 19:22,106,english,,pending
13802,6/9/14 10:52,33,english,,pending
13803,6/9/14 12:40,241,german,,pending
13804,6/9/14 7:16,2179,chinese,6/9/14 7:17,active
13805,6/9/14 6:58,7337,arabic,,pending
13806,6/9/14 21:32,11466,english,,pending
13807,6/9/14 17:21,145,japanese,,pending
13808,6/9/14 12:10,53,english,,pending
13809,6/9/14 14:21,9572,indian,6/9/14 14:23,active
13810,6/9/14 13:02,9021,english,6/9/14 13:03,active
13811,6/9/14 7:22,3,spanish,,pending
13812,6/9/14 12:40,5917,english,,pending
13813,6/9/14 0:16,11735,english,,pending
13814,6/9/14 18:01,2885,english,,pending
13815,6/9/14 18:10,9567,english,,pending
13816,6/9/14 16:09,8702,english,,pending
13817,6/9/14 19:09,7160,english,,pending
13818,6/9/14 17:19,3,german,6/9/14 17:20,active
13819,6/9/14 14:00,6409,english,6/9/14 14:02,active
13820,6/9/14 11:26,11739,english,,pending
13821,6/9/14 9:58,1,english,6/9/14 9:59,active
13822,6/9/14 3:49,3546,japanese,,pending
13823,6/9/14 13:58,2300,japanese,6/9/14 13:59,active
13824,6/9/14 15:31,10709,french,6/9/14 15:32,active
13825,6/9/14 16:34,12598,english,6/9/14 16:35,active
13826,6/9/14 17:34,1,english,6/9/14 17:36,active
13827,6/9/14 18:25,6,english,6/9/14 18:27,active
13828,6/9/14 9:44,2766,english,,pending
13829,6/9/14 17:13,2,indian,,pending
13830,6/9/14 13:09,540,french,6/9/14 13:11,active
13831,6/9/14 12:03,5742,english,,pending
13832,6/9/14 16:03,3,english,6/9/14 16:04,active
13833,6/9/14 18:42,6401,french,6/9/14 18:43,active
13834,6/9/14 16:40,12371,english,6/9/14 16:42,active
13835,6/9/14 15:14,7018,japanese,6/9/14 15:15,active
13836,6/9/14 13:08,12,japanese,,pending
13837,6/9/14 16:56,2220,english,,pending
13838,6/9/14 9:51,4,english,,pending
13839,6/9/14 16:35,11793,chinese,6/9/14 16:37,active
13840,6/9/14 7:30,5919,arabic,,pending
13841,6/9/14 10:38,1494,spanish,6/9/14 10:39,active
13842,6/9/14 15:12,7155,english,6/9/14 15:13,active
13843,6/9/14 16:48,1572,english,6/9/14 16:49,active
13844,6/9/14 14:18,12734,english,,pending
13845,6/9/14 18:05,8107,english,6/9/14 18:07,active
13846,6/9/14 15:53,58,english,,pending
13847,6/9/14 18:10,12244,english,6/9/14 18:11,active
13848,6/10/14 19:17,9347,russian,,pending
13849,6/10/14 14:50,9707,english,6/10/14 14:52,active
13850,6/10/14 22:11,2080,english,,pending
13851,6/10/14 1:16,1487,french,6/10/14 1:18,active
13852,6/10/14 12:53,12,portugese,,pending
13853,6/10/14 14:16,8,english,6/10/14 14:18,active
13854,6/10/14 14:00,3842,german,,pending
13855,6/10/14 12:28,4964,english,,pending
13856,6/10/14 11:24,31,english,,pending
13857,6/10/14 14:26,8597,english,,pending
13858,6/10/14 18:38,591,english,6/10/14 18:39,active
13859,6/10/14 16:41,12764,indian,6/10/14 16:42,active
13860,6/10/14 19:10,5097,korean,6/10/14 19:12,active
13861,6/10/14 0:55,12,english,,pending
13862,6/10/14 0:18,1226,spanish,,pending
13863,6/10/14 11:04,6047,german,,pending
13864,6/10/14 11:06,1,english,,pending
13865,6/10/14 10:23,6677,french,,pending
13866,6/10/14 2:46,6138,german,,pending
13867,6/10/14 23:08,9737,english,,pending
13868,6/10/14 16:41,7477,english,,pending
13869,6/10/14 17:27,10085,english,,pending
13870,6/10/14 12:24,8866,chinese,,pending
13871,6/10/14 16:21,12968,italian,6/10/14 16:23,active
13872,6/10/14 12:34,21,italian,,pending
13873,6/10/14 17:44,9334,english,,pending
13874,6/10/14 16:44,459,english,6/10/14 16:46,active
13875,6/10/14 8:52,810,japanese,,pending
13876,6/10/14 9:49,7,english,,pending
13877,6/10/14 0:06,9,spanish,,pending
13878,6/10/14 12:46,10292,english,,pending
13879,6/10/14 16:51,9219,english,,pending
13880,6/10/14 9:52,12323,english,,pending
13881,6/10/14 14:28,9800,english,,pending
13882,6/10/14 14:22,6,indian,6/10/14 14:24,active
13883,6/10/14 9:45,6830,spanish,,pending
13884,6/10/14 14:06,2829,english,6/10/14 14:07,active
13885,6/10/14 9:55,7843,english,,pending
13886,6/10/14 7:04,63,english,,pending
13887,6/10/14 12:36,9938,english,6/10/14 12:38,active
13888,6/10/14 9:40,651,english,6/10/14 9:42,active
13889,6/10/14 23:47,10390,spanish,,pending
13890,6/10/14 17:59,20,english,,pending
13891,6/10/14 10:08,8194,french,,pending
13892,6/10/14 19:03,4445,spanish,6/10/14 19:05,active
13893,6/10/14 11:56,9820,english,,pending
13894,6/10/14 20:41,26,english,6/10/14 20:43,active
13895,6/10/14 9:46,450,portugese,6/10/14 9:47,active
13896,6/10/14 6:12,5010,english,6/10/14 6:13,active
13897,6/10/14 4:46,6,spanish,6/10/14 4:48,active
13898,6/10/14 17:29,150,english,6/10/14 17:31,active
